6029	Annual Editions: Computers in Society 06/07 Annual Editions: Technologies, Social Media & Society [Paperback]	60
5665	The Media Equation: How People Treat Computers, Television, and New Media Like Real People and Places CSLI Lecture Notes S Paperback – January 29, 2003	60
3249	Silicon and Silicones: About Stone-Age Tools, Antique Pottery, Modern Ceramics, Computers, Space Materials, and How They All Got That Way [Paperback]	60
36522	Computer Literacy for IC3 Unit 3: Living Online 2nd Edition Computers Are Your Future Spiral-bound – December 21, 2012	60
29427	English Corpus Linguistics: Looking Back, Moving Forward: Papers from the 30th International Conference on English Language Research on Computeriz Language & Computers [Hardcover]	60
27575	Parallel Processing Cell Arrays Industrial Control, Computers, and Communications Series ; 9 [Hardcover]	60
11814	Computers, Phones, and the Internet: Domesticating Information Technology Series in Human-Technology Interaction [Paperback]	60
23558	E-Commerce For Dummies For Dummies Computers [Paperback]	60
29583	The Child and the Machine: How Computers Put Our Children's Education at Risk Paperback	60
6029	Computers in Medical Activity Advances in Intelligent and Soft Computing [Paperback]	60
11421	Algorithms, Software, and Hardware of Parallel Computers [Hardcover]	60
15949	Discovering Computers: Essentials Shelly Cashman [Paperback]	60
16830	Advances in Computers, Volume 61: Architectural Issues [Hardcover]	60
30598	Discovering Computers & Microsoft Office 2013: A Fundamental Combined Approach Shelly Cashman [Paperback]	60
38368	Computers in the Federal Government: A compilation of statistics, 1978 Computer science & technology Unknown Binding	60
11814	Computers in Clinical Practice: Managing Patients, Information, and Communication The Acp Information Technology Series [Paperback]	60
7531	Peer-to-Peer Computing: Building Supercomputers with Web Technologies Computer Communications and Networks Paperback	60
71	Compiling Parallel Loops for High Performance Computers: Partitioning, Data Assignment and Remapping The Springer International Series in Engineering and Computer Science Paperback – October 31, 1992	60
23558	Norton All-In-One Desk Reference For Dummies For Dummies Computers Paperback – April 1, 2005	60
11421	Microprogrammed Control and Reliable Design of Small Computers [Hardcover]	60
31891	Bundle: CMPTR with Computers & Technology CourseMate with eBook Printed Access Card + SAM 2010 Assessment, Training, and Projects v2.0 Printed Access Card [Paperback]	60
23558	The Digital Phoenix: How Computers are Changing Philosophy Metaphilosophy [Paperback]	60
6019	Essential Computers: Creating Worksheets Paperback	60
35458	1996 IEEE Workshop on Computers in Power Electronics [Paperback]	60
3249	Discovering Computers, Brief: Your Interactive Guide to the Digital World, 2013 Edition Shelly Cashman [Paperback]	60
7111	Computers in Nursing's Nurses' Guide to the Internet Book with Diskette [Paperback]	60
12390	Computers in Music Education: Amplifying Musicality Hardcover – January 30, 2007	60
12359	Nanocomputers and Swarm Intelligence ISTE [Hardcover]	60
23558	Electronics and Microcomputers [Paperback]	60
23558	Cascading Sheets For Dummies For Dummies Computers [Paperback]	60
141	Neural Network Experiments on Personal Computers and Workstations Bradford Books Paperback	60
38368	Handling Digital Brains: A Laboratory Study of Multimodal Semiotic Interaction in the Age of Computers Inside Technology 1st Edition	60
30598	Bundle: Discovering Computers, Complete: Your Interactive Guide to the Digital World + Computer Concepts CourseMate with eBook Printed Access Card [Paperback]	60
42365	Emerge with Computers Version 2.0 Printed Access Card [Misc. Supplies]	60
23558	Photoshop Elements for Dummies For Dummies Computers [Paperback]	60
42714	Computers As Cognitive Tools: Volume Ii, No More Walls [Paperback]	60
24992	ACHIEVING ACCURACY: A Legacy of Computers and Missiles Paperback	60
22244	Designing Efficient Algorithms for Parallel Computers Mcgraw-Hill Series in Supercomputing and Artificial Intelligence [Hardcover]	60
37273	TWC brand 15.6 inch Laptop Sticker Notebook Skin Sticker Cover Art Decal Fits Laptop HP Dell Lenovo Asus Compaq Asus Acer Computersthe most pretty girl	60
38368	COMPUTERS & ARABIC LANGUAGE Proceedings of the Arab School of Science and Technology [Hardcover]	60
11956	Computers, Fifth Edition Ferguson's Careers in Focus Hardcover	60
34623	Physarum Machines: Computers from Slime Mould World Scientific Series on Nonlinear Science, Series A Hardcover – August 26, 2010	60
3249	Computers, Ethics, and Society [Paperback]	60
3249	Discovering Computers 2011: Brief Shelly Cashman [Paperback]	60
23558	Differential and Difference Equations through Computer Experiments: With Diskettes Containing PHASER: An Animator/Simulator for Dynamical Systems for IBM Personal Computers [Paperback]	60
10215	The Survey of the Use of Tablet Computers by Academic & Special Libraries Paperback – April 4, 2013	60
42714	Computers in Critical Care and Pulmonary Medicine [Hardcover]	60
44243	Testing Computers Systems for FDA/MHRA Compliance Computer Systems Validation Life Cycle Activities [Hardcover]	60
23558	Interfacing Biological Equipment With Microcomputers: Using the Bbc Model B Microcomputer [Paperback]	60
38036	Computers in Our World, 2nd Edition [Paperback]	60
6109	Rhetorical Ethics and Internetworked Writing New Directions in Computers and Composition Studies [Paperback]	60
3249	Computers, Communication And Mental Models [Paperback]	60
37273	Hipower 9 Cell Laptop Battery For Dell Inspiron 1750, 17, P04E Laptop Notebook Computers	60
43180	Windows 8.1 for Seniors: For Senior Citizens Who Want to Start Using Computers Computer Books for Seniors series Paperback – Large Print, December 6, 2012	60
23558	Debian GNU/Linux For Dummies For Dummies Computers [Paperback]	60
23195	Computerspiele als Gegenstand des Deutschunterrichts German Edition [Hardcover]	60
6029	Annual Editions: Computers in Society 09/10 [Paperback]	60
3249	Discovering Computers 2008, Brief Shelly Cashman [Paperback]	60
38368	Computers, Brains and Minds: Essays in Cognitive Science Studies in History and Philosophy of Science [Hardcover]	60
23558	Computers and the General Practitioner [Hardcover]	60
17299	Coding Microbiological Data for Computers Springer Series in Microbiology Paperback – October 1, 2011	60
23558	Illustrator cs For Dummies For Dummies Computers [Paperback]	60
38368	Systems, Experts, and Computers: The Systems Approach in Management and Engineering, World War II and After Dibner Institute Studies in the History of Science and Technology [Hardcover]	60
9088	Advances in Computers Volume 45 [Paperback]	60
23558	MacOS X For Dummies For Dummies Computers [Paperback]	60
16830	Advances in Computers, Volume 49-	60
35761	Teach Yourself Basic Mac Skills Teach Yourself: Computers [Paperback]	60
38879	Understanding Computers: Today and Tomorrow, Comprehensive [Paperback]	60
7659	Computers Helping People with Special Needs, Part II: 12th International Conference, ICCHP 2010, Vienna, Austria, July 14-16, 2010. Proceedings ... Applications, incl. Internet/Web, and HCI [Paperback]	60
7531	Computers and Games: Second International Conference, CG 2000, Hamamatsu, Japan, October 26-28, 2000 Revised Papers Lecture Notes in Computer Science Paperback	60
11814	Cross National Policies and Practices on Computers in Education Technology-Based Education Series [Paperback]	60
43354	A Gift of Fire: Social, Legal, and Ethical Issues for Computers and the Internet 2nd Edition [Paperback]	60
23558	Dreamweaver UltraDev 4 For Dummies For Dummies Computers [Paperback]	60
23558	America Online For Dummies For Dummies Computers [Paperback]	60
41000	Webbing Cyberfeminist Practice: Communities, Pedagogies, and Social Action New Dimensions in Computers and Composition Paperback – July 30, 2008	60
23558	REALbasic For Dummies For Dummies Computers [Paperback]	60
572	Understanding Computers: Today and Tomorrow, Introductory Paperback – February 13, 2012	60
23558	Computers and Typography [Hardcover]	60
16830	Computers, Ethics and Social Values-	60
42694	Internet Explorer 5.5 For Windows For Dummies: Quick Reference For Dummies: Quick Reference Computers [Paperback]	60
29811	Computers for Twenty-First Century Educators 6th Edition [Paperback]	60
16830	Computers As Cognitive Tools: Volume Ii, No More Walls [Hardcover]	60
35495	Computers Don't Byte! Family & Kids Edition Paperback – June 1, 2001	60
16830	Computers, Chess, and Cognition [Hardcover]	60
1432	Human Computer Interaction in Complex Systems Computers and People Series Hardcover – February 11, 1991	60
29427	Creating and Using English Language Corpora: Papers from the Fourteenth International Conference on English Language Research on Computerized Corpora Language and computers Language & Computers [Paperback]	60
23558	Ten-Key Skill Builder for Computers Paperback – November, 1995	60
25932	Computers, Human Interaction, and Organizations: Critical Issues [Hardcover]	60
12359	Encyclopedia of Computer Science and Technology: Volume 18 - Supplement 3: Computers in SPateflight: The NASA Experience [Hardcover]	60
15282	DESIGN OF ARITHMETIC UNITS FOR, DIGITAL COMPUTERS [Hardcover]	60
23558	Flash 5 For Dummies For Dummies Computers [Paperback]	60
27575	Direct Digital Control Systems Industrial Control, Computers & Communication [Hardcover]	60
23558	Computers Simplified [Paperback]	60
14822	iPad For Dummies, Book + DVD Bundle For Dummies Computers Paperback – July 26, 2011	60
29811	Microsoft Access 97: A Tutorial to Accompany Peter Norton's Introduction to Computers [Paperback]	60
44243	Computers in Railways XI : Computer System Design and Operation in the Railway and Other Transit Systems Wit Transactions on the Built Environment [Hardcover]	60
23558	Visual Basic 5 For Windows For Dummies For Dummies Computers [Paperback]	60
6109	From Calculus to Computers: Using the Last 200 Years of Mathematics History in the Classroom Mathematical Association of America Notes [Paperback]	60
7659	Computers Helping People with Special Needs: 13th International Conference, ICCHP 2012, Linz, Austria, July 11-13, 2012, Proceedings, Part I Lecture ... Applications, incl. Internet/Web, and HCI [Paperback]	60
11814	Computers and Advanced Tech in Education [Paperback]	60
44243	Computers in Railways XII: Computer System Design and Operation in Railways and Other Transit Systems WIT Transactions on The Built Environment Hardcover	60
1432	Microcontrollers and Microcomputers: Principles of Software and Hardware Engineering Hardcover – February 27, 1997	60
23558	PC Modding For Dummies For Dummies Computers [Paperback]	60
